t,loss
0.0,0.9815875521605985
0.20408163265306123,0.9770832188325033
0.40816326530612246,1.0080453295180045
0.6122448979591837,0.835408190229947
0.8163265306122449,0.8371019242712069
1.0204081632653061,0.8542626843505501
1.2244897959183674,0.8045227138502506
1.4285714285714286,0.7326694895137811
1.6326530612244898,0.7147311421289542
1.836734693877551,0.6238245337866986
2.0408163265306123,0.6529616325056626
2.2448979591836737,0.6249597501649875
2.4489795918367347,0.6243599272190625
2.6530612244897958,0.5604783486427614
2.857142857142857,0.5882950481350162
3.0612244897959187,0.5927682608109566
3.2653061224489797,0.5282215874041254
3.4693877551020407,0.5172227685175197
3.673469387755102,0.4823100362089377
3.8775510204081636,0.4604730076563379
4.081632653061225,0.4059746403466833
4.285714285714286,0.44019755876061534
4.4897959183673475,0.40253591106299974
4.6938775510204085,0.49576486357187194
4.8979591836734695,0.4541320634459271
5.1020408163265305,0.3797401162256461
5.3061224489795915,0.30787897786848745
5.510204081632653,0.2765718740779427
5.714285714285714,0.3784637049784137
5.918367346938775,0.31928949154998765
6.122448979591837,0.3179147851111024
6.326530612244898,0.19492361023038834
6.530612244897959,0.31724025254837246
6.73469387755102,0.28275608611426517
6.938775510204081,0.19411354713972703
7.142857142857143,0.21607479606927835
7.346938775510204,0.24325215921163504
7.551020408163265,0.22348823880828056
7.755102040816327,0.1974229454336387
7.959183673469388,0.19837698485551325
8.16326530612245,0.18281158099938188
8.36734693877551,0.19522322080250384
8.571428571428571,0.2536669107976103
8.775510204081632,0.04455667754915216
8.979591836734695,0.15413244312807162
9.183673469387756,0.1681624822851556
9.387755102040817,0.16776395324957594
9.591836734693878,0.12825078687072025
9.795918367346939,0.053137365209198886
10.0,0.15173505742231816
