t,mse
0.0,1.0168787274399467
0.20408163265306123,1.0303795343511637
0.40816326530612246,0.926139692642812
0.6122448979591837,0.9169479838152017
0.8163265306122449,0.7468572115167612
1.0204081632653061,0.812959885450957
1.2244897959183674,0.7406228966122761
1.4285714285714286,0.6905366400541046
1.6326530612244898,0.6775146720083187
1.836734693877551,0.675863152170157
2.0408163265306123,0.7106654468221966
2.2448979591836737,0.571959488778457
2.4489795918367347,0.6142830073674705
2.6530612244897958,0.5640362379170332
2.857142857142857,0.5483344672896613
3.0612244897959187,0.5922703611851953
3.2653061224489797,0.5473558928708984
3.4693877551020407,0.5665048534696967
3.673469387755102,0.4719269848675493
3.8775510204081636,0.42567165741823204
4.081632653061225,0.43085960117980066
4.285714285714286,0.436497685240511
4.4897959183673475,0.4162289089063598
4.6938775510204085,0.33688704451367385
4.8979591836734695,0.37998880740355867
5.1020408163265305,0.37185920510476633
5.3061224489795915,0.4719055402299218
5.510204081632653,0.4260346782411971
5.714285714285714,0.27624438979602944
5.918367346938775,0.2917828622151719
6.122448979591837,0.2207355148496717
6.326530612244898,0.2526175588809237
6.530612244897959,0.28664857864998045
6.73469387755102,0.3203277502479587
6.938775510204081,0.2131808894732705
7.142857142857143,0.20694371443838597
7.346938775510204,0.12270184750687632
7.551020408163265,0.21273160286322298
7.755102040816327,0.15891078413083828
7.959183673469388,0.1770794268905076
8.16326530612245,0.15156741100134674
8.36734693877551,0.18288196748475255
8.571428571428571,0.09220589258012084
8.775510204081632,0.0995373373261675
8.979591836734695,0.27243731195497073
9.183673469387756,0.0949657321528317
9.387755102040817,0.09812497484248897
9.591836734693878,0.23869219235285044
9.795918367346939,0.2862268127951484
10.0,0.07675695179534558
