t,value
1,0.049066971465741925
2,0.0438204716962234
3,0.043261333014718545
4,0.04031066912333525
5,0.03838854505296851
6,0.03553820865055163
7,0.035021532437711174
8,0.0319244361945463
9,0.03281506132078565
10,0.029892051144815038
11,0.02692990925510659
12,0.027376141559684996
13,0.02384900891224733
14,0.02466172187881273
15,0.02269121294742965
16,0.021962763546843896
17,0.01920191489212888
18,0.020704711350170178
19,0.018756015947992855
20,0.01706075649137215
21,0.01716631593440471
22,0.01690584641921272
23,0.014019559237621285
24,0.013824667150815987
25,0.012835148226382258
26,0.014015516528061274
27,0.012822075709201967
28,0.011172166079472929
29,0.010168292980976984
30,0.010629410346899737
31,0.009568373205502238
32,0.008564494741819655
33,0.008253417548735934
34,0.00814549391875175
35,0.007623981486920507
36,0.009622627819100421
37,0.008863886034272215
38,0.00794874347344268
39,0.007926532605746179
40,0.0070525761045273595
41,0.00604247525249101
42,0.005433606892923668
43,0.006221525056951167
44,0.005400629237989842
45,0.004036749390831554
46,0.0047852137708357615
47,0.0043441861196697
48,0.00463158012954997
49,0.0029229400928121718
50,0.0036265364075925045
51,0.002786912014627732
52,0.004219356375805539
53,0.003562467852830368
54,0.0024544578817655696
55,0.00491624331453234
56,0.0020861491820846406
57,0.002931108299827858
58,0.0019539947787144338
59,0.0029516264285302284
60,0.0035147945814410324
61,0.003395632909438209
62,0.0028864173610728115
63,0.001752145465664279
64,0.0038895942760836604
65,0.002588949549526639
66,0.0007124712946713564
67,0.0019537305195031296
68,0.0031458979107969794
69,0.002401538771141091
70,0.0028129044950351697
71,0.0014519287639613093
72,0.0016098150394321352
73,0.0015773566343819886
74,0.0009861368622136558
75,0.0020663950360599896
76,0.00010038126539936446
77,0.0016527900871529575
78,0.002316767821772153
79,0.0008693497784075436
80,0.0009342899468906296
81,0.0014700924224901424
82,0.0012257322243660338
83,0.002610426406360962
84,0.002595247274876162
85,0.0006933773088147731
86,0.0026539090175703786
87,3.8105395389347e-5
88,0.0018486603700561496
89,0.0017282762947637839
90,0.0008360956413505539
91,0.0024729648746987876
92,0.0005019184068170283
93,0.0008923000746813858
94,0.0006924279164414532
95,0.0008841031182815725
96,0.002133000360566
97,0.002007404588020171
98,0.0016738462965326549
99,0.001084457311536796
100,0.002151253254170893
101,0.0004996541882671317
102,0.0009575738007698224
103,0.00026758825192498904
104,-0.00024195545110086594
105,0.0008040363654899206
106,-0.0003795796639958736
107,0.0011351920713429523
108,0.0009448963966215281
109,0.0015985229192183187
110,0.0025830161007362505
111,0.0014199145290405115
112,-1.9099552487455377e-5
113,0.0018352752105013038
114,0.0005514874893317768
115,0.001256975697973118
116,-0.000420893459559828
117,0.0008591268614969831
118,0.0006935878457237545
119,0.00035327987166101503
120,-8.713549568488779e-5
