t,value
1,0.09833324591214089
2,0.09047790690443896
3,0.08621024124406494
4,0.08421454472639112
5,0.07742847012097638
6,0.07389898693392179
7,0.07161485899531383
8,0.06768502644510159
9,0.06634143095544348
10,0.06321789075447014
11,0.05784962175504168
12,0.05623141871690906
13,0.05356687155097586
14,0.049326890624145484
15,0.04929782592183384
16,0.0461676576114622
17,0.044206939442278284
18,0.0396321519124593
19,0.03992387012123633
20,0.0385216942574663
21,0.03348205588387002
22,0.03509880188964057
23,0.0339130533357657
24,0.03212009058604616
25,0.031769727082781904
26,0.027684332542289875
27,0.028953747536335093
28,0.024259501803269978
29,0.02475676722593473
30,0.024214706620057164
31,0.02169492141768537
32,0.02026099023306551
33,0.021582945775664896
34,0.02162322405519959
35,0.01951361693190681
36,0.019545602256638137
37,0.01870180011596134
38,0.015858270142309783
39,0.015831716256506798
40,0.014667524153909066
41,0.012983391458015933
42,0.012467001306282198
43,0.010983729256115033
44,0.010033243100331957
45,0.011872978980216869
46,0.0092052093486662
47,0.010248540588255703
48,0.011409922041409443
49,0.010046739777279943
50,0.010394080745684701
51,0.008677296758068574
52,0.008748842751676743
53,0.00836160654129665
54,0.0072173924740949625
55,0.006780891724942881
56,0.007142575039038639
57,0.007537822862938472
58,0.00564224373892263
59,0.006165712260391726
60,0.007009364870663349
61,0.004461986437737937
62,0.005638225015285714
63,0.005269285667172822
64,0.005927075410348761
65,0.005495905477720289
66,0.005203995922017812
67,0.005975385610363527
68,0.005847306136091876
69,0.002099800021579817
70,0.003717399773830414
71,0.004862533954041979
72,0.003793311882143022
73,0.002309750520069387
74,0.0033283589386082836
75,0.0032702575295674224
76,0.0016104079797546673
77,0.0031845983794252697
78,0.00229025254172018
79,0.003720280582223547
80,0.0037825141413901473
81,0.0035248876507514605
82,0.0007956665251047988
83,0.0026782165943794144
84,0.0019494485495880902
85,0.0023638924340305227
86,0.002455062038941245
87,0.003340947930788307
88,0.0026002270736471605
89,0.002048804709566084
90,0.0025816853007224793
91,0.000775242319441575
92,0.0011760268117763013
93,0.0018237658517637415
94,0.0031295283260108922
95,0.0026320598190512664
96,0.001653682934091864
97,0.002004546779208024
98,0.0022429454128041074
99,0.0020342794623634357
100,0.0030848529762423247
101,5.9403441886442124e-5
102,0.0011940490658139636
103,0.0015180566431335957
104,8.43644155708327e-5
105,0.0018575738585556699
106,0.0022923176839392922
107,0.0024363676442258346
108,-0.0003538855501657894
109,0.0014208008558838654
110,0.0012139712464655887
111,0.00027620340464773094
112,0.0018804623675540504
113,0.0010433378617095632
114,0.0006949112440090234
115,-0.00042278374770229627
116,0.0005402470304341704
117,0.0022180560614228815
118,0.0008436212717754252
119,0.0016682107456321676
120,0.002312746336063024
