t,loss
0.0,1.0144559699344993
0.20408163265306123,0.9915698525774048
0.40816326530612246,0.8487526563049415
0.6122448979591837,0.8687674833334937
0.8163265306122449,0.8258471838536725
1.0204081632653061,0.7834519131352958
1.2244897959183674,0.7690272975655855
1.4285714285714286,0.8262243586370058
1.6326530612244898,0.6781307345700941
1.836734693877551,0.7409832419347717
2.0408163265306123,0.5807268311236057
2.2448979591836737,0.6215348731661465
2.4489795918367347,0.620889085993
2.6530612244897958,0.617555826151676
2.857142857142857,0.600279450997402
3.0612244897959187,0.5817998316799614
3.2653061224489797,0.5030138674082802
3.4693877551020407,0.47651735846433113
3.673469387755102,0.522551062892902
3.8775510204081636,0.45090357175768647
4.081632653061225,0.37826822585692954
4.285714285714286,0.3677084849767759
4.4897959183673475,0.36142762668359363
4.6938775510204085,0.4159644853280304
4.8979591836734695,0.38258560512569323
5.1020408163265305,0.39497205630120946
5.3061224489795915,0.3246692060363991
5.510204081632653,0.3401194322309493
5.714285714285714,0.3501860770223373
5.918367346938775,0.2906847033066188
6.122448979591837,0.31674637681939244
6.326530612244898,0.24905661252576544
6.530612244897959,0.2527156361422098
6.73469387755102,0.24094817450363057
6.938775510204081,0.18984309908099894
7.142857142857143,0.2639996604810549
7.346938775510204,0.20659618198367286
7.551020408163265,0.22148960482685273
7.755102040816327,0.23606883766911188
7.959183673469388,0.2258779570603085
8.16326530612245,0.22867970535836546
8.36734693877551,0.18267082097190923
8.571428571428571,0.15892739654574473
8.775510204081632,0.16890368905039707
8.979591836734695,0.08160823465565434
9.183673469387756,0.08698123759537889
9.387755102040817,0.08682927314750084
9.591836734693878,0.09698417455671066
9.795918367346939,0.16096216566929986
10.0,0.09006133046860963
