t,mse
0.0,1.0152358539877215
0.20408163265306123,0.9080062359734531
0.40816326530612246,0.9591330070880476
0.6122448979591837,0.9317792799709196
0.8163265306122449,0.7518140571356206
1.0204081632653061,0.750286830204347
1.2244897959183674,0.789176430285284
1.4285714285714286,0.7356651634581068
1.6326530612244898,0.7205822324795418
1.836734693877551,0.6499171278265187
2.0408163265306123,0.7088402184475373
2.2448979591836737,0.6771687214368827
2.4489795918367347,0.6160529676158105
2.6530612244897958,0.6446067699321137
2.857142857142857,0.5880935891203616
3.0612244897959187,0.49916784677580317
3.2653061224489797,0.538887660224827
3.4693877551020407,0.45169081805610956
3.673469387755102,0.5235747838954079
3.8775510204081636,0.4579724924524546
4.081632653061225,0.4328094238465626
4.285714285714286,0.3903263684567529
4.4897959183673475,0.46852730791737573
4.6938775510204085,0.38337997402190205
4.8979591836734695,0.35404792721400963
5.1020408163265305,0.3428411110734096
5.3061224489795915,0.37264729763089327
5.510204081632653,0.35046465089531753
5.714285714285714,0.33954318790376986
5.918367346938775,0.32769308044302486
6.122448979591837,0.4009899949850449
6.326530612244898,0.2618321587598672
6.530612244897959,0.24525619201688656
6.73469387755102,0.21934643279115312
6.938775510204081,0.2804340524892257
7.142857142857143,0.2960996510778204
7.346938775510204,0.22436892611106532
7.551020408163265,0.17885707504234197
7.755102040816327,0.17080744393925446
7.959183673469388,0.23608103765004634
8.16326530612245,0.23257315846989826
8.36734693877551,0.21475280861264015
8.571428571428571,0.14681682678351768
8.775510204081632,0.18449766574905302
8.979591836734695,0.17180924681059223
9.183673469387756,0.17027129105298391
9.387755102040817,0.19653569266263046
9.591836734693878,0.15802629337551885
9.795918367346939,0.17491913248672278
10.0,0.13871423671105726
