t,loss
0.0,0.9920682581480655
0.20408163265306123,0.9082227536441873
0.40816326530612246,0.8378763000625069
0.6122448979591837,0.8604356486976923
0.8163265306122449,0.8466766890273963
1.0204081632653061,0.903792301226457
1.2244897959183674,0.789298136200564
1.4285714285714286,0.8006142686264389
1.6326530612244898,0.6964575104277987
1.836734693877551,0.6333221358843465
2.0408163265306123,0.6166144815927773
2.2448979591836737,0.6020178214386476
2.4489795918367347,0.719174919359508
2.6530612244897958,0.5471753756224929
2.857142857142857,0.6066425821945766
3.0612244897959187,0.4969861110156138
3.2653061224489797,0.5670287716644143
3.4693877551020407,0.5188824964028527
3.673469387755102,0.47182037394713977
3.8775510204081636,0.4584306616949955
4.081632653061225,0.4093131572523561
4.285714285714286,0.44667645575105397
4.4897959183673475,0.3846510669666352
4.6938775510204085,0.3298261599369798
4.8979591836734695,0.311567439606184
5.1020408163265305,0.369077184483927
5.3061224489795915,0.4249864011737476
5.510204081632653,0.3401920283557855
5.714285714285714,0.31297464101847633
5.918367346938775,0.32044333727275787
6.122448979591837,0.3592077020268631
6.326530612244898,0.2931220346472908
6.530612244897959,0.25032196692877656
6.73469387755102,0.31534950470654144
6.938775510204081,0.2710729032835316
7.142857142857143,0.3164388360415754
7.346938775510204,0.23922802085490438
7.551020408163265,0.15964144730444335
7.755102040816327,0.14362354476153316
7.959183673469388,0.2860977948703738
8.16326530612245,0.28159373594889103
8.36734693877551,0.17861913453325037
8.571428571428571,0.16093294609115302
8.775510204081632,0.24596181420782715
8.979591836734695,0.11062267225138142
9.183673469387756,0.11460051026874193
9.387755102040817,0.1851305934996732
9.591836734693878,0.12711625979380525
9.795918367346939,0.14071736099712445
10.0,0.12716313831038706
