t,mse
0.0,1.0863675107082091
0.20408163265306123,0.883312371039671
0.40816326530612246,0.9648018479826342
0.6122448979591837,0.8683247829952142
0.8163265306122449,0.8462995992768699
1.0204081632653061,0.7627508800122655
1.2244897959183674,0.7660616015091258
1.4285714285714286,0.816479522810234
1.6326530612244898,0.7505550524541416
1.836734693877551,0.7791849044756949
2.0408163265306123,0.7237409141532806
2.2448979591836737,0.6602334586119141
2.4489795918367347,0.6999481590461393
2.6530612244897958,0.6101943675206271
2.857142857142857,0.6061175308476122
3.0612244897959187,0.5273039222432296
3.2653061224489797,0.5237774118136623
3.4693877551020407,0.4647637569325456
3.673469387755102,0.529131465559787
3.8775510204081636,0.4015536068460239
4.081632653061225,0.48117005914470873
4.285714285714286,0.414840292801692
4.4897959183673475,0.4659625956570402
4.6938775510204085,0.4286498975619052
4.8979591836734695,0.46649662620450505
5.1020408163265305,0.3969865231547533
5.3061224489795915,0.2674298255705638
5.510204081632653,0.32884478903220354
5.714285714285714,0.26030619769422964
5.918367346938775,0.280238038174317
6.122448979591837,0.3694690366053579
6.326530612244898,0.3140296001239828
6.530612244897959,0.23592180704152613
6.73469387755102,0.2093492008815271
6.938775510204081,0.251274186004264
7.142857142857143,0.1788230289727194
7.346938775510204,0.19650928512398
7.551020408163265,0.23646537246803057
7.755102040816327,0.26979710652915123
7.959183673469388,0.2339894718700333
8.16326530612245,0.08084597447982114
8.36734693877551,0.2028134316488934
8.571428571428571,0.1836939908095813
8.775510204081632,0.1935841138643517
8.979591836734695,0.2467854404361162
9.183673469387756,0.05617494737629611
9.387755102040817,0.12340908250566568
9.591836734693878,0.17639183207645248
9.795918367346939,0.0618937343604309
10.0,0.20913273563928814
