t,value
1,0.06522821210518513
2,0.06226694208065354
3,0.05750036602881128
4,0.05327240072919419
5,0.05075286147113616
6,0.046106163409996646
7,0.04381869451627752
8,0.04061827349781012
9,0.03804902630197962
10,0.036222316168544745
11,0.03341939346934184
12,0.031360731328072114
13,0.028997032913652767
14,0.026716299919080137
15,0.024533944152754367
16,0.022633651377731785
17,0.022070780071540362
18,0.0212793888716912
19,0.019479551107650896
20,0.01852944639373948
21,0.016463347076565982
22,0.016380356514061334
23,0.014016284357461942
24,0.014047741333047974
25,0.012685682801090961
26,0.011915913625623043
27,0.01123193842171591
28,0.00981579164508724
29,0.009993341814355421
30,0.010069921467209204
31,0.007733544768407381
32,0.008440897866720715
33,0.006720667984257529
34,0.006283049990031996
35,0.006782314418569609
36,0.006641302714779947
37,0.005343725953702218
38,0.005371887183845128
39,0.005213994944629215
40,0.005527753978860675
41,0.004118882284070546
42,0.003516482373379252
43,0.005040085495050592
44,0.0031143532035980206
45,0.003807306829763068
46,0.00448910269791763
47,0.004244265839180138
48,0.0039912326630767835
49,0.0026282508210854058
50,0.003964905049967828
