t,value
1,0.04764148064730209
2,0.04535760706064156
3,0.04490022851336384
4,0.04125423612409624
5,0.038176153694781265
6,0.03672761465198991
7,0.03409609907471418
8,0.0334192525856921
9,0.03085397569995066
10,0.030831929366789534
11,0.029873696592802534
12,0.02566548730167064
13,0.024897884357464865
14,0.023127474204487315
15,0.023330879185613874
16,0.01994164907740743
17,0.02131154678085675
18,0.01929296783115592
19,0.018398979317869588
20,0.017997643873130666
21,0.01652501724306772
22,0.016620099025561757
23,0.015232837619574316
24,0.014154182209196486
25,0.011301717812856216
26,0.012118166735163144
27,0.012349641071017605
28,0.012959494089507837
29,0.010752481099902239
30,0.011316951105155558
31,0.010290930617749224
32,0.010270547050403856
33,0.009142612791749442
34,0.008656022111017625
35,0.007724330428765948
36,0.007745498692284084
37,0.00549929513022121
38,0.005764474061518907
39,0.005435404462262944
40,0.006763085249149072
41,0.005127203857650578
42,0.007271538064386005
43,0.007580860478069276
44,0.006626736176721552
45,0.0051235289129167175
46,0.005817907778777118
47,0.0046954613779728906
48,0.002398178634260818
49,0.00479768791248737
50,0.0037706963955740453
