t,value
1,0.09694812666109537
2,0.09087020493101028
3,0.08519659531246697
4,0.08274963353808071
5,0.07878732257790366
6,0.07255435203521984
7,0.07297045553402318
8,0.0690209787560068
9,0.06392227983262948
10,0.05987850778169069
11,0.058773707116364475
12,0.05721098198339916
13,0.053547695102940086
14,0.05117489970406013
15,0.04646128706929786
16,0.044462073292825845
17,0.043784669323101356
18,0.043086158653018757
19,0.04013268365746727
20,0.038192655064241555
21,0.03524926302122653
22,0.03338594162384525
23,0.033571691044940545
24,0.03308103426991222
25,0.02989437179225284
26,0.02738582390069928
27,0.02642331659875034
28,0.02598750116462371
29,0.02541479507695304
30,0.023098083520507014
31,0.02019582585027493
32,0.020101031803456307
33,0.021108619864946145
34,0.01931299065171021
35,0.020025342564606176
36,0.017844813617602234
37,0.017198319549949246
38,0.017446502366610897
39,0.015836582894175152
40,0.014745889526720247
41,0.014147169089140807
42,0.013407547862222653
43,0.013291465680494064
44,0.012389692275815016
45,0.011420720603780321
46,0.010630792698852054
47,0.010018930161547606
48,0.008649875057848309
49,0.010335731529278755
50,0.008283072915818911
