t,value
1,0.13625868677935304
2,0.1244580541799358
3,0.1113013965971587
4,0.10100576873714964
5,0.09262021250863606
6,0.08232340657850719
7,0.07612475183431462
8,0.0674308972271832
9,0.06269689682318251
10,0.056719225512175904
11,0.051790303589505066
12,0.04596523047169149
13,0.04144912237313912
14,0.03731031372146698
15,0.033962220814070965
16,0.03169015057710356
17,0.02916503691731462
18,0.026771636018113512
19,0.023095288324928118
20,0.021472723729346912
21,0.020239929761619327
22,0.018037379093617616
23,0.015043858321004223
24,0.015279601442084878
25,0.01273983378980618
26,0.012977474237076512
27,0.011582349566359333
28,0.009807621350014284
29,0.008699781676737057
30,0.0075841902555207905
31,0.006842105237049916
32,0.007130900166047572
33,0.006005682001114205
34,0.006048819212708934
35,0.004843014947414185
36,0.004741676567836816
37,0.004413384062749735
38,0.0039043111547110336
39,0.0036160436110548337
40,0.003650581262099475
