t,value
1,0.09684088507004648
2,0.09261732330043448
3,0.08723135582920676
4,0.08386277462582775
5,0.08011381019545046
6,0.07453117667793224
7,0.07001362566866123
8,0.06803222909274476
9,0.06598537868459979
10,0.060837391252335005
11,0.05898095284869754
12,0.05484186433931804
13,0.05295277512958694
14,0.049234870383939984
15,0.04781552516887051
16,0.0455852689185387
17,0.04308649501997122
18,0.04316479903340882
19,0.04010398258753287
20,0.0376842645185336
21,0.037226753591905054
22,0.03345073237035119
23,0.032174781903263956
24,0.03071749276006843
25,0.029609947085466173
26,0.028382721365651186
27,0.027864373598795823
28,0.02666759519873373
29,0.02345410071654676
30,0.021680461535061056
31,0.022218963760144674
32,0.02210089349821831
33,0.02023920426571536
34,0.017557438105767355
35,0.017503361363967695
36,0.019397650378466216
37,0.018385487550571254
38,0.0166914779770905
39,0.013417041289641532
40,0.014828720922941364
41,0.013927407915461912
42,0.012082250027305253
43,0.01216994493868496
44,0.01068917262114553
45,0.010784557932883505
46,0.009847090051152124
47,0.010003012038884563
48,0.008877576081486552
49,0.009146015436536823
50,0.009942429368207155
51,0.00791465926193107
52,0.00707412830262087
53,0.009684336357480172
54,0.009040957594202242
55,0.007128976340245175
56,0.009449958965988442
57,0.0067417035029789735
58,0.007294695348529107
59,0.005597297854481457
60,0.0060366631143382084
61,0.0060521397276305875
62,0.006127316741990695
63,0.00544569034753663
64,0.00514395941312038
65,0.0049581407148656656
66,0.00382253296742682
67,0.002962029285401734
68,0.004375703250026171
69,0.003084322235622708
70,0.004618778458595322
71,0.005289070364153511
72,0.005905765160111336
73,0.002581003079205167
74,0.0036100313181254306
75,0.004024204650974189
76,0.0013713277955486305
77,0.0017631060574434534
78,0.0037007584474216034
79,0.0036615341692344122
80,0.0029346327737095664
81,0.0019209684894478242
82,0.001709325190170073
83,0.0034160466010782764
84,0.002784773437512357
85,0.0019831782888061096
86,0.0006630778579524207
87,0.003112726977398568
88,0.0028280812569542835
89,0.0030353155069194034
90,0.0006550372999076588
91,0.0021471927882322664
92,0.001766778095231424
93,0.0010129675375077894
94,0.003252160078434825
95,0.0017145019021297695
96,-0.0008498904768819563
97,0.002518724934067586
98,0.0015198153766771848
99,0.00042040623138292336
100,-0.0002266795629166803
