t,value
1,0.09420747828216097
2,0.09179438223401984
3,0.08814599835742969
4,0.08221804115537455
5,0.08001763928662693
6,0.07709153963747292
7,0.07166824191374059
8,0.06729042952649561
9,0.06441767783897702
10,0.06233829499310982
11,0.05832910706044099
12,0.057196777684870845
13,0.05424511789808506
14,0.050993202876052454
15,0.04735335821640353
16,0.0458381495073905
17,0.044554951936802104
18,0.042851773802438056
19,0.039483017627197456
20,0.03825898765736896
21,0.03646943994475527
22,0.03258119730149145
23,0.03345734208844725
24,0.0307810409509587
25,0.027758151512193605
26,0.026960332362060795
27,0.026194480123933876
28,0.024039535249127282
29,0.02654613262075356
30,0.023252254936489237
31,0.022982909903372106
32,0.021562345596913456
33,0.021417779867790913
34,0.018893075152716866
35,0.01650825145081246
36,0.017681174483268346
37,0.01572753857486663
38,0.017397355124366357
39,0.016155203194463723
40,0.012881115095799535
41,0.014715956914027235
42,0.014120484325246757
43,0.013061447774884109
44,0.01313273914258497
45,0.010346871588237085
46,0.008366154435602095
47,0.010616672193479827
48,0.01161634559022928
49,0.00970420725340374
50,0.009081721200542011
51,0.009479142856663347
52,0.008712435443440362
53,0.0072052286881737196
54,0.007820309326885688
55,0.006764638478319716
56,0.0060988349585160825
57,0.007014031794358192
58,0.006564815132409222
59,0.005538757199974921
60,0.005879928849720962
