t,value
1,0.10514781136282841
2,0.10075394935346414
3,0.09492411608388268
4,0.09010043511150062
5,0.08732742935372335
6,0.08340683509657858
7,0.07859635772128841
8,0.07470879969456984
9,0.07088460726724118
10,0.06751388840362413
11,0.06450385398404065
12,0.06122940754584823
13,0.05756051866590319
14,0.05616427632511147
15,0.05352721876084797
16,0.05026480948500187
17,0.048744954808846955
18,0.045196156547572336
19,0.04291831249609133
20,0.04098126331166721
21,0.038735294993696934
22,0.03831271611776649
23,0.03561027679921112
24,0.034288805895438465
25,0.032749595354030984
26,0.030652268325823507
27,0.030350410751503683
28,0.027290278081543294
29,0.026181188109141232
30,0.026113777286548512
31,0.025064101585818246
32,0.02340737203403699
33,0.02287917750580884
34,0.020201249745020872
35,0.01948495416015159
36,0.018610115348008445
37,0.0189172042329831
38,0.017408642861493486
39,0.01708120875539961
40,0.01688336547806322
41,0.014606734133786579
42,0.013532076693654183
43,0.014247046883763643
44,0.014035116377364517
45,0.01245157769304948
46,0.011288960497758557
47,0.011696938368363257
48,0.01042543700485083
49,0.009861043059046178
50,0.010779295950878499
51,0.009935951762318485
52,0.00875433621739441
53,0.009222636216416676
54,0.007542149457285061
55,0.0072288180818796555
56,0.007780752411595257
57,0.0074160829793227185
58,0.007269774081196306
59,0.007282891080296724
60,0.006096832525893238
61,0.005913919097107208
62,0.005392157552768892
63,0.006145041892686719
64,0.006400304811677533
65,0.0051219181401336205
66,0.004566084160546586
67,0.005181998958156332
68,0.004919466746922127
69,0.0036284808782286256
70,0.004065815663742917
