t,value
1,0.0943455774883727
2,0.09216613332518978
3,0.08735716117928763
4,0.08477275962060471
5,0.07779663637098463
6,0.07604634866606352
7,0.07127134266645309
8,0.06879419206351137
9,0.06607464192513947
10,0.06213249451484588
11,0.0588430499664395
12,0.05680936228421589
13,0.052691030562814406
14,0.05053627587616352
15,0.04829412248806337
16,0.045730864880604814
17,0.043551757080253876
18,0.04062053875790382
19,0.04066573241325682
20,0.037126893944313295
21,0.03545264599723493
22,0.03573571940478959
23,0.03302643755531602
24,0.032623600560600007
25,0.03093111960063943
26,0.0287142664964229
27,0.026778170085657374
28,0.0262999932583678
29,0.02342801668972837
30,0.02484460758893002
