t,value
1,0.04947593866079806
2,0.04499105798710359
3,0.04296533000417719
4,0.03960365566567844
5,0.03953046992574466
6,0.036489858893472345
7,0.03521279188832058
8,0.03317165797275781
9,0.030783103484305636
10,0.029626658496062153
11,0.02864018697801318
12,0.024923109961162145
13,0.025013162933078766
14,0.024504081754954825
15,0.02198221673519581
16,0.021269238795813092
17,0.01845514873998934
18,0.019570229071351416
19,0.018504896226925013
20,0.01881193159531351
21,0.01538987417567519
22,0.015388710046714419
23,0.015333492298656149
24,0.01593463366468939
25,0.014468155461549989
26,0.013769085281986213
27,0.010287638702449519
28,0.009550154196506386
29,0.011446412068600188
30,0.01185478155944338
31,0.010110106916271152
32,0.010598037257816504
33,0.007442818971052456
34,0.007937626518298385
35,0.009988416038137667
36,0.00814882433230097
37,0.006943999449513879
38,0.006903724397841204
39,0.0061078196601177795
40,0.0037407644113743492
41,0.005257184449870309
42,0.005999427127352121
43,0.006013429953974744
44,0.005528488068996899
45,0.004074442569450906
46,0.0051138979828371026
47,0.004935615759690741
48,0.003902363582472205
49,0.0029321120695843432
50,0.002784823197569737
51,0.004334595402485986
52,0.00460165151707704
53,0.00441005810269633
54,0.0035284233693634
55,0.002703271109419276
56,0.004494214992698996
57,0.002611483057356993
58,0.0028065829314603366
59,0.002205811701996161
60,0.003851560877973148
61,0.0018464068132293086
62,0.0027932576140810078
63,0.0032085248991792015
64,0.004919825575204517
65,0.004148648704430182
66,0.0022645307247770685
67,0.00038428926693351707
68,0.0006277334889407315
69,0.002448184321667943
70,0.0036243182993243167
71,0.002339740227029051
72,0.002361269770573409
73,0.0019550243473217804
74,0.002025641969970112
75,0.0019700571390957964
76,0.001244475628968472
77,0.0018383147195288787
78,-0.0004095900788676234
79,0.001689254595456711
80,0.001975931280581512
81,-0.0021457380527853016
82,0.0005962380358594386
83,0.002812672188378276
84,0.002871429062861781
85,0.0033177096455599235
86,0.0020550316187951203
87,2.9900648534701875e-5
88,0.0008749943070430442
89,0.0015267775230237617
90,0.0006800879859572564
91,0.0014965720622554463
92,0.0003213804649972818
93,0.0013476523741611471
94,0.0007865676631837341
95,0.0008381754720056348
96,0.00023183725221334866
97,0.0005993063029518332
98,0.00018817078951488498
99,0.001995315713769727
100,0.0014296297023932716
